12:23:16  |  Platform  |  Info  |  * Initialise: RenderManager  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  28
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:21  |  Platform  |  Info  |  device D3D lost  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  260
12:23:21  |  Platform  |  Info  |  device D3D restore  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  270
12:23:27  |  Core  |  Info  |  * Shutdown: Gui  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_Gui.cpp  |  148
12:23:27  |  Core  |  Info  |  * Shutdown: PointerManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_PointerManager.cpp  |  84
12:23:27  |  Core  |  Info  |  PointerManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_PointerManager.cpp  |  101
12:23:27  |  Core  |  Info  |  * Shutdown: InputManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_InputManager.cpp  |  86
12:23:27  |  Core  |  Info  |  InputManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_InputManager.cpp  |  91
12:23:27  |  Core  |  Info  |  * Shutdown: SkinManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_SkinManager.cpp  |  68
12:23:27  |  Core  |  Info  |  SkinManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_SkinManager.cpp  |  75
12:23:27  |  Core  |  Info  |  * Shutdown: SubWidgetManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_SubWidgetManager.cpp  |  78
12:23:27  |  Core  |  Info  |  SubWidgetManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_SubWidgetManager.cpp  |  98
12:23:27  |  Core  |  Info  |  * Shutdown: LayerManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  63
12:23:27  |  Core  |  Info  |  destroy layer 'Wallpaper'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Back'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Overlapped'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Middle'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Modal'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Main'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Popup'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'FadeMiddle'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Info'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'ToolTip'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'DragAndDrop'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'FadeBusy'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Pointer'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Fade'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  destroy layer 'Statistic'  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  206
12:23:27  |  Core  |  Info  |  LayerManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  74
12:23:27  |  Core  |  Info  |  * Shutdown: FontManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_FontManager.cpp  |  64
12:23:27  |  Core  |  Info  |  FontManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_FontManager.cpp  |  72
